"2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"8.920915","8.859281","9.084179","9.152811","9.082736","9.037085","9.029349","9.278458","9.929852","10.0419","9.74983","9.583999","9.481152"
