year,state,unemployment_rate
2011,FL,0.10174997696477038
2011,GA,0.10029535825721712
2011,HI,0.06711070411009411
2011,IA,0.05602953804908845
2011,ID,0.08442329009979276
2011,IL,0.09779238626873438
2011,IN,0.0892708609095167
2011,KS,0.06356844345922869
2011,KY,0.0937503938664451
2011,LA,0.07344235328780145
2011,MA,0.07236143667556995
2011,MD,0.07282571743922239
2011,ME,0.0775952414267724
2011,MI,0.10135356500311132
2011,MN,0.06555657107009394
2011,MO,0.08575646288133124
2011,MS,0.0978611301275778
2011,MT,0.06632435682515918
2011,NC,0.1037597495006255
2011,ND,0.03328636075453876
2011,NE,0.04385671874471812
2011,NH,0.05483507131776002
2011,NJ,0.09396689802455953
2011,NM,0.07208759347028147
2011,NV,0.12979759860759849
2011,NY,0.08360707864239586
2011,OH,0.08751191336890929
2011,OK,0.05567413741841401
2011,OR,0.0945082622554402
2011,PA,0.07700361574380624
2011,PR,0.159546517669388
2011,RI,0.11100077705854136
2011,SC,0.10349881790164776
2011,SD,0.04562599378433073
2011,TN,0.09045711528628013
2011,TX,0.08042219577475702
2011,UT,0.07205950789606307
2011,VA,0.06289807701848184
2011,VT,0.054114336600385796
2011,WA,0.09438229249084401
2011,WI,0.07540355983141063
2011,WV,0.07723893542151955
2011,WY,0.06081171995759917
2012,AK,0.07110171893358427
2012,AL,0.08163872161179511
2012,AR,0.07241676785644083
2012,AZ,0.08388016066039972
2012,CA,0.10394527376672753
2012,CO,0.07979070052299427
2012,CT,0.08378530243994664
2012,DE,0.06960831851732127
2012,FL,0.08669160906366837
2012,GA,0.09019574702235784
2012,HI,0.058010071393503296
2012,IA,0.050126366208610475
2012,ID,0.07524238347729521
2012,IL,0.09013764958989857
2012,IN,0.08206183125897204
2012,KS,0.05663810802221218
2012,KY,0.08197190866657524
2012,LA,0.06703348017663256
2012,MA,0.06699936935545396
2012,MD,0.06882257270488397
2012,ME,0.07211565850490503
2012,MI,0.09070729154533007
2012,MN,0.05665365594508765
2012,MO,0.07118471731937949
2012,MS,0.08808329858802583
2012,MT,0.05787137246259317
2012,NC,0.09604646956817771
2012,ND,0.02938676350760007
2012,NE,0.03892322156310481
2012,NH,0.05466365910188575
2012,NJ,0.0944406840154353
2012,NM,0.0694429107033921
2012,NV,0.11510961984400253
2012,NY,0.08647865108862246
2012,OH,0.07385142689648767
2012,OK,0.05074807294268789
2012,OR,0.08711459854610132
2012,PA,0.07571623190836242
2012,PR,0.144769100920381
2012,RI,0.10293175179251128
2012,SC,0.09010854020838875
2012,SD,0.04021648607352672
2012,TN,0.07930583462743179
2012,TX,0.06686816923870725
2012,UT,0.04763603437528619
2012,VA,0.058128131210340175
2012,VT,0.047947955536462854
2012,WA,0.08462833572574953
2012,WI,0.06923756737933173
2012,WV,0.07196751074303356
2012,WY,0.0544377921758386
2013,AK,0.0693234072918934
2013,AL,0.0736482254386403
2013,AR,0.0704901530016492
2013,AZ,0.0783500483154927
2013,CA,0.09032990423967958
2013,CO,0.06731498958569214
2013,CT,0.07943713360608955
2013,DE,0.06532220038849496
2013,FL,0.07520268783642726
2013,GA,0.08142612247199948
2013,HI,0.0473025452200099
2013,IA,0.047305088218337406
2013,ID,0.06923855115354953
2013,IL,0.09091536874006084
2013,IN,0.07522543292568862
2013,KS,0.05303366990502122
2013,KY,0.07929421366417795
2013,LA,0.06407540488068965
2013,MA,0.06665696013533247
2013,MD,0.06580703184462379
2013,ME,0.06687955390018574
2013,MI,0.08763745769276317
2013,MN,0.050381282793470504
2013,MO,0.06761276918986922
2013,MS,0.08509334342748007
2013,MT,0.053260793288161495
2013,NC,0.07789328418393857
2013,ND,0.028832375559665415
2013,NE,0.03724644587870979
2013,NH,0.05245950983145501
2013,NJ,0.08428941977917598
2013,NM,0.06906152274337811
2013,NV,0.09975901960913142
2013,NY,0.07836737780293342
2013,OH,0.07390795942509962
2013,OK,0.0512227786642937
2013,OR,0.0775695514762508
2013,PA,0.07074341959829203
2013,PR,0.14300547188350426
2013,RI,0.0948788836695611
2013,SC,0.07447020637095432
2013,SD,0.037109243092106746
2013,TN,0.0766211141802043
2013,TX,0.06324769972662676
2013,UT,0.0419384386198011
2013,VA,0.05532979019078327
2013,VT,0.04429413295026524
2013,WA,0.066510771694618
2013,WI,0.06695789455264947
2013,WV,0.06708621554760615
2013,WY,0.04738736116531828
2014,AK,0.06734152993445652
2014,AL,0.06763880788992645
2014,AR,0.05880566893355529
2014,AZ,0.06833746237141966
2014,CA,0.07566282447953071
2014,CO,0.04966312902989384
2014,CT,0.066170475875479
2014,DE,0.05614561831488084
2014,FL,0.06459348321214342
2014,GA,0.07148375416134672
2014,HI,0.04225149941621545
2014,IA,0.042686333077810966
2014,ID,0.04420407196666645
2014,IL,0.07151145005557391
2014,IN,0.05946005843212597
2014,KS,0.045351828152527515
2014,KY,0.06439468686174815
2014,LA,0.06238515814345913
2014,MA,0.05744703113903366
2014,MD,0.057289954844447606
2014,ME,0.055898828649024734
2014,MI,0.07210986357179851
2014,MN,0.04242137154143582
2014,MO,0.0617908722213937
2014,MS,0.07604976023128175
2014,MT,0.04638685628038795
2014,NC,0.061165445940507476
2014,ND,0.026610576222444598
2014,NE,0.0324545526087983
2014,NH,0.04297620229524824
2014,NJ,0.06686669083692207
2014,NM,0.0656113073600296
2014,NV,0.08191287157720387
2014,NY,0.06286993017159824
2014,OH,0.058206394673090925
2014,OK,0.043434726100954696
2014,OR,0.06659439058228596
2014,PA,0.059591852988428076
2014,PR,0.13888589544051685
2014,RI,0.07756531965540693
2014,SC,0.06289046817122376
2014,SD,0.0335197777862198
2014,TN,0.06548672218485847
2014,TX,0.051709044123251655
2014,UT,0.03613303423991632
2014,VA,0.05061348179760434
2014,VT,0.03903861357241426
2014,WA,0.05939180387138242
2014,WI,0.053477937614469756
2014,WV,0.06502180016577405
2014,WY,0.04363070374874425
2015,AK,0.063015214384509
2015,AL,0.0610014917479779
2015,AR,0.04960898161249999
2015,AZ,0.061061957426949004
2015,CA,0.062385616094557006
2015,CO,0.03713055323013181
2015,CT,0.05616198339291953
2015,DE,0.04819373539845981
2015,FL,0.05513726693214471
2015,GA,0.060562145006775245
2015,HI,0.034165300386462115
2015,IA,0.03722383226366612
2015,ID,0.03919375702122443
2015,IL,0.060045015045673715
2015,IN,0.04811420002441165
2015,KS,0.041731974398479074
2015,KY,0.05251503774575108
2015,LA,0.0625693106598049
2015,MA,0.048048985532150486
2015,MD,0.05041876459393347
2015,ME,0.044154285639747985
2015,MI,0.054182312095745
2015,MN,0.037818098128279555
2015,MO,0.051202846317406465
2015,MS,0.06483685613796683
2015,MT,0.04255474480601568
2015,NC,0.056755010053131764
2015,ND,0.027612037803231567
2015,NE,0.02985611227340244
2015,NH,0.03414217110492182
2015,NJ,0.05716952133578283
2015,NM,0.06619719806968685
2015,NV,0.06891953508779476
2015,NY,0.052299994454132595
2015,OH,0.04961147461503747
2015,OK,0.04290090922154007
2015,OR,0.05459080670135817
2015,PA,0.0542304155719625
2015,PR,0.11976850392716552
2015,RI,0.06037049230235514
2015,SC,0.059025507961616465
2015,SD,0.030398567388082748
2015,TN,0.055499293567403414
2015,TX,0.04484883712631181
2015,UT,0.03522635986298389
2015,VA,0.04368557020992333
2015,VT,0.034768498915882115
2015,WA,0.05474997028117111
2015,WI,0.044396695987708165
2015,WV,0.06543812086536968
2015,WY,0.04247586938379234
2016,AK,0.06611973257305616
2016,AL,0.05783013172762875
2016,AR,0.03969135765496505
2016,AZ,0.05478812685978725
2016,CA,0.055077603230534976
2016,CO,0.03122302756777555
2016,CT,0.04855664793663747
2016,DE,0.04520843515172986
2016,FL,0.04886290917387325
2016,GA,0.05440698025560192
2016,HI,0.029012522634521445
2016,IA,0.036005982363150515
2016,ID,0.03698316448971367
2016,IL,0.05881575902688679
2016,IN,0.043765152383255033
2016,KS,0.04047140654308544
2016,KY,0.05054422576291695
2016,LA,0.060406121772395814
2016,MA,0.04001904847920062
2016,MD,0.04244913284272199
2016,ME,0.03794599578617192
2016,MI,0.04969139611252939
2016,MN,0.03868422917858279
2016,MO,0.04559500799194644
2016,MS,0.05958583308056835
2016,MT,0.04281604815971957
2016,NC,0.050853597297668675
2016,ND,0.03034674759776024
2016,NE,0.031163481005470645
2016,NH,0.028556721084996607
2016,NJ,0.04940451492538931
2016,NM,0.06768737022153441
2016,NV,0.05813206267785252
2016,NY,0.048744828922021234
2016,OH,0.05041687747336905
2016,OK,0.046362987922547234
2016,OR,0.0475425532019255
2016,PA,0.05326626015294022
2016,PR,0.11772573273444904
2016,RI,0.05222088410314537
2016,SC,0.048852616716575384
2016,SD,0.029976469133949343
2016,TN,0.04722024557742783
2016,TX,0.04640299676582136
2016,UT,0.033353415371441486
2016,VA,0.040068709107531915
2016,VT,0.031062917808024754
2016,WA,0.051643397347972776
2016,WI,0.039231285185080886
2016,WV,0.060771918383151845
2016,WY,0.052603746556842634
2017,AK,0.06613606005148699
2017,AL,0.04512859777009609
2017,AR,0.037312719895987424
2017,AZ,0.04959491575801751
2017,CA,0.04826167333571603
2017,CO,0.026228391582903188
2017,CT,0.04411789234031286
2017,DE,0.04404407773771306
2017,FL,0.042716092768114014
2017,GA,0.0476527239271609
2017,HI,0.022282795138664612
2017,IA,0.030878309393199334
2017,ID,0.031803852639571015
2017,IL,0.04951312666638195
2017,IN,0.03526531209984266
2017,KS,0.036332395832774235
2017,KY,0.04758797845293985
2017,LA,0.0512160324148492
2017,MA,0.03827155990468721
2017,MD,0.04059075794342622
2017,ME,0.034050924672853
2017,MI,0.04585156262570243
2017,MN,0.034464876197587785
2017,MO,0.03789000804454593
2017,MS,0.052083669265239246
2017,MT,0.04071513202277447
2017,NC,0.04531030472083125
2017,ND,0.026103142661931467
2017,NE,0.0295137138432533
2017,NH,0.028025719705864503
2017,NJ,0.045182835617825434
2017,NM,0.061194198682133744
2017,NV,0.05014900157538664
2017,NY,0.04637180009168017
2017,OH,0.04949668901044448
2017,OK,0.040267395007264735
2017,OR,0.04059187140774301
2017,PA,0.04968120519618746
2017,PR,0.10847212482068745
2017,RI,0.04487089284457891
2017,SC,0.041912915596163246
2017,SD,0.030198655156148876
2017,TN,0.03749801198237432
2017,TX,0.04354223735703339
2017,UT,0.03141664592886387
2017,VA,0.0362887755017136
2017,VT,0.029397568596678907
2017,WA,0.046588460874117776
2017,WI,0.03270981756296063
2017,WV,0.052096045341979626
2017,WY,0.04334443246478945
2018,AK,0.06085813125356238
2018,AL,0.03905666899655257
2018,AR,0.03643618429343421
2018,AZ,0.04797905696325967
2018,CA,0.0425378444573612
2018,CO,0.030384733546488282
2018,CT,0.03892025038276067
2018,DE,0.03686522776983478
2018,FL,0.03637303259348511
2018,GA,0.03997415884678963
2018,HI,0.02399809641924924
2018,IA,0.02581685076153438
2018,ID,0.02859666428274197
2018,IL,0.04379755903414564
2018,IN,0.03424649841730531
2018,KS,0.03311922545693482
2018,KY,0.04209842439873874
2018,LA,0.04819574877032019
2018,MA,0.03456068920444169
2018,MD,0.0379745365240873
2018,ME,0.031725264805694896
2018,MI,0.04166717262360123
2018,MN,0.030102155634681004
2018,MO,0.03237787309338209
2018,MS,0.04932874099294898
2018,MT,0.037158572176906386
2018,NC,0.040098609923826446
2018,ND,0.02392799986400406
2018,NE,0.02903326296725559
2018,NH,0.026316851927823036
2018,NJ,0.04002680883102688
2018,NM,0.049445571496380805
2018,NV,0.04404034436135352
2018,NY,0.04098428040065026
2018,OH,0.044701194766825325
2018,OK,0.032749315090965764
2018,OR,0.040225470548487144
2018,PA,0.044087839108729605
2018,PR,0.09201030975488447
2018,RI,0.04041958849262642
2018,SC,0.03352197280508442
2018,SD,0.027502987795835404
2018,TN,0.03478702068962971
2018,TX,0.03908050336023221
2018,UT,0.029146082650846696
2018,VA,0.029851054893812165
2018,VT,0.024971286829755593
2018,WA,0.04396806051032044
2018,WI,0.030055016167775166
2018,WV,0.051299198762114015
2018,WY,0.0406803748279078
