2007M01,2007M02,2007M03,2007M04,2007M05,2007M06,2007M07,2007M08,2007M09,2007M10,2007M11,2007M12,2008M01,2008M02,2008M03,2008M04,2008M05,2008M06,2008M07,2008M08,2008M09,2008M10,2008M11,2008M12,2009M01,2009M02,2009M03,2009M04,2009M05,2009M06,2009M07,2009M08,2009M09,2009M10,2009M11,2009M12,2010M01,2010M02,2010M03,2010M04,2010M05,2010M06,2010M07,2010M08,2010M09,2010M10,2010M11,2010M12,2011M01,2011M02,2011M03,2011M04,2011M05,2011M06,2011M07,2011M08,2011M09,2011M10,2011M11,2011M12,2012M01,2012M02,2012M03,2012M04,2012M05,2012M06,2012M07,2012M08,2012M09,2012M10,2012M11,2012M12,2013M01,2013M02,2013M03,2013M04,2013M05,2013M06,2013M07,2013M08,2013M09,2013M10,2013M11,2013M12,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04,2020M05,2020M06,2020M07,2020M08,2020M09,2020M10,2020M11,2020M12,2021M01,2021M02,2021M03,2021M04,2021M05,2021M06,2021M07,2021M08,2021M09,2021M10,2021M11,2021M12,2022M01,2022M02,2022M03,2022M04,2022M05,2022M06,2022M07,2022M08,2022M09,2022M10,2022M11,2022M12,2023M01,2023M02,2023M03,2023M04,2023M05,2023M06,2023M07,2023M08,2023M09,2023M10,2023M11,2023M12,2024M01,2024M02,2024M03,2024M04,2024M05,2024M06,2024M07,2024M08,2024M09,2024M10,2024M11,2024M12,2025M01,2025M02,2025M03,2025M04,2025M05,2025M06
1.625705707388925,1.6454511208389957,1.6388955386842585,1.6291208138014488,1.6291208138014488,1.6274933204809692,1.6291224429238937,1.6323872173586103,1.6340212385972106,1.6226626003944444,1.61942375288867,1.593921016622707,1.581270849824111,1.5892169344965947,1.5797385034757394,1.5797385034757394,1.5797385034757394,1.5797385034757394,1.5765853328101198,1.567182239373878,1.5656166227511281,1.542479431281899,1.5378658337805564,1.5471487261373784,1.5486974235609405,1.5533574960490881,1.5410292619534591,1.5410292619534591,1.5364200019476173,1.533353295356904,1.524208047074457,1.5334084980628329,1.5364814609848059,1.524287163675403,1.527341847370141,1.522773526789773,1.5182188701792345,1.5167021680112234,1.4987175573233444,1.4912612510680034,1.4882846817045947,1.4957634992005955,1.497260759960559,1.504784683377447,1.5078002839453364,1.497319050591197,1.4958232273638334,1.4928375522593162,1.476595007180334,1.4855080555134115,1.4795896967265072,1.4751642041141655,1.4678250787205638,1.4707666119444516,1.4751921885099806,1.479631081755246,1.4870664138243674,1.4738021940776687,1.4752774715492187,1.4752774715492187,1.4738036678813384,1.476757182245828,1.4606895966823246,1.4621517484307551,1.4606910573733827,1.4606910573733827,1.4680312134405842,1.4739269211250834,1.4798463063504863,1.4637451101389587,1.4579134563137035,1.4564569993143903,1.4521006972227215,1.4550107186600414,1.4463327223260853,1.442006702219427,1.4348325395218187,1.4333991403814366,1.4377122772130753,1.4319843398536614,1.4334177576112728,1.4277069298917058,1.424857215460784,1.4234337816791045,1.4248586403194237,1.4248586403194237,1.4177697913626126,1.414939911539534,1.4093027007365866,1.4078948059306555,1.412131199529244,1.4009238090567888,1.4065500090931615,1.3981610428361437,1.3967642785575876,1.3967642785575876,1.3967642785575876,1.3967642785575876,1.3925865190005864,1.3884212552348818,1.3828896964490858,1.380129437573937,1.3760014332741153,1.3760014332741153,1.378758951176467,1.3691747280799087,1.363719848685167,1.359640925907444,1.3651013312323765,1.3569595737896396,1.3488663755364194,1.3434924059127673,1.3381398465266623,1.3341374342239884,1.3261803521113216,1.316961620765961,1.3249110872896972,1.3209482425620114,1.314376360758222,1.3117528550481248,1.3183445779378147,1.319664242179994,1.3144066157171237,1.3104751901466867,1.3078594712042764,1.3052489732577603,1.3000487781451806,1.2961602972534205,1.3066132028764321,1.2988202811892964,1.2975227584308657,1.2962265318989672,1.2962265318989672,1.2975240559549222,1.285950501441943,1.2821041888753186,1.2769962040590808,1.275720483575507,1.2681118126993103,1.259296735550459,1.2643541521590946,1.2568132725239514,1.2593319363967446,1.253066603379846,1.253066603379846,1.2593634204822564,1.2493684727006504,1.2468747232541435,1.241907094874645,1.2456440269555102,1.244399627328182,1.2357493816565877,1.2444606058978713,1.238269259599873,1.23579766427133,1.2321013601907576,1.2358087865504086,1.2358087865504086,1.2370458323827906,1.2370458323827906,1.2321173629310664,1.229658046837393,1.2272036395582762,1.2186729290548919,1.2235671978462757,1.2186924281337426,1.215047286274918,1.2236125742949824,1.2187376237997838,1.2054773727000823,1.197097688877937,1.2006997882426655,1.1971084628541022,1.198306769623726,1.1947226018182726,1.1840660077485354,1.1840660077485354,1.172342581929243,1.175870192506763,1.1665378893916305,1.1584288871813604,1.1689494320699898,1.1562308922551845,1.1493348829574388,1.1357064060844257,1.1334395270303652,1.1233295609815321,1.108913683101216,1.111135955011239,1.0957948274272569,1.0925172756004555,1.0947066889784112,1.0936130759025098,1.091430215471566,1.0870818879198871,1.0784542538887771,1.0667203302559616,1.0614132639362799,1.0550827673322865,1.050879250330962,1.0593540829949215,1.0604144974924146,1.049915344051895,1.0446918846287518,1.0436482363923598,1.042605630761598,1.0405245815984012,1.0384476862259495,1.030206037922569,1.0312372751977665,1.0291789173630408,1.0240586242418315,1.033358853927176,1.030268049777843,1.0241233099183324,1.0210601295297435,1.022082211741485,1.020042127486512,1.005958705608,1.0130500559999998,1.006008,1.002
